Iteration: 1000, Depth: 2, Hn: 16, Fn: 18, Qsize: 9317, New Children: 10
Iteration: 30000, Depth: 7, Hn: 13, Fn: 20, Qsize: 232470, New Children: 7
Iteration: 31000, Depth: 9, Hn: 11, Fn: 20, Qsize: 240676, New Children: 5
Iteration: 32000, Depth: 6, Hn: 14, Fn: 20, Qsize: 248280, New Children: 10
Iteration: 33000, Depth: 7, Hn: 13, Fn: 20, Qsize: 255819, New Children: 7
Iteration: 34000, Depth: 7, Hn: 13, Fn: 20, Qsize: 263113, New Children: 13
Iteration: 35000, Depth: 6, Hn: 14, Fn: 20, Qsize: 270209, New Children: 5
Iteration: 36000, Depth: 6, Hn: 14, Fn: 20, Qsize: 276614, New Children: 9
Iteration: 37000, Depth: 7, Hn: 13, Fn: 20, Qsize: 283343, New Children: 9
Iteration: 38000, Depth: 6, Hn: 14, Fn: 20, Qsize: 289832, New Children: 13
Iteration: 39000, Depth: 6, Hn: 14, Fn: 20, Qsize: 295416, New Children: 2
Iteration: 40000, Depth: 5, Hn: 15, Fn: 20, Qsize: 301861, New Children: 2
Iteration: 41000, Depth: 6, Hn: 14, Fn: 20, Qsize: 307860, New Children: 11
Iteration: 42000, Depth: 4, Hn: 16, Fn: 20, Qsize: 314229, New Children: 2
Iteration: 43000, Depth: 5, Hn: 15, Fn: 20, Qsize: 320810, New Children: 0
Iteration: 44000, Depth: 6, Hn: 13, Fn: 19, Qsize: 326864, New Children: 6
Iteration: 45000, Depth: 9, Hn: 11, Fn: 20, Qsize: 333680, New Children: 11
Iteration: 46000, Depth: 6, Hn: 14, Fn: 20, Qsize: 341129, New Children: 6
Iteration: 47000, Depth: 5, Hn: 15, Fn: 20, Qsize: 348859, New Children: 5
Iteration: 48000, Depth: 6, Hn: 14, Fn: 20, Qsize: 356899, New Children: 5
Iteration: 49000, Depth: 9, Hn: 11, Fn: 20, Qsize: 365024, New Children: 5
Iteration: 50000, Depth: 8, Hn: 12, Fn: 20, Qsize: 372850, New Children: 8
Iteration: 51000, Depth: 4, Hn: 16, Fn: 20, Qsize: 379772, New Children: 5
Iteration: 52000, Depth: 6, Hn: 14, Fn: 20, Qsize: 387141, New Children: 3
Iteration: 53000, Depth: 4, Hn: 16, Fn: 20, Qsize: 394563, New Children: 3
Iteration: 54000, Depth: 8, Hn: 12, Fn: 20, Qsize: 402436, New Children: 15
Iteration: 55000, Depth: 5, Hn: 15, Fn: 20, Qsize: 409418, New Children: 5
Iteration: 56000, Depth: 8, Hn: 12, Fn: 20, Qsize: 416421, New Children: 0
Iteration: 57000, Depth: 6, Hn: 14, Fn: 20, Qsize: 423442, New Children: 11
Iteration: 58000, Depth: 6, Hn: 14, Fn: 20, Qsize: 430660, New Children: 8
Iteration: 59000, Depth: 6, Hn: 14, Fn: 20, Qsize: 437871, New Children: 8
Iteration: 60000, Depth: 7, Hn: 13, Fn: 20, Qsize: 444080, New Children: 6
Iteration: 61000, Depth: 8, Hn: 12, Fn: 20, Qsize: 451591, New Children: 9
Iteration: 62000, Depth: 7, Hn: 13, Fn: 20, Qsize: 458613, New Children: 11
Iteration: 63000, Depth: 6, Hn: 14, Fn: 20, Qsize: 465258, New Children: 0
Iteration: 64000, Depth: 7, Hn: 13, Fn: 20, Qsize: 472159, New Children: 8
Iteration: 65000, Depth: 7, Hn: 13, Fn: 20, Qsize: 479308, New Children: 6
Iteration: 66000, Depth: 7, Hn: 13, Fn: 20, Qsize: 486369, New Children: 7
Iteration: 67000, Depth: 5, Hn: 15, Fn: 20, Qsize: 493540, New Children: 5
Iteration: 68000, Depth: 6, Hn: 14, Fn: 20, Qsize: 500344, New Children: 5
Iteration: 69000, Depth: 6, Hn: 14, Fn: 20, Qsize: 507608, New Children: 8
Iteration: 70000, Depth: 7, Hn: 14, Fn: 21, Qsize: 515162, New Children: 14
Iteration: 71000, Depth: 8, Hn: 13, Fn: 21, Qsize: 524214, New Children: 15
Iteration: 72000, Depth: 7, Hn: 14, Fn: 21, Qsize: 531922, New Children: 2
Iteration: 73000, Depth: 9, Hn: 12, Fn: 21, Qsize: 539972, New Children: 15
Iteration: 74000, Depth: 8, Hn: 13, Fn: 21, Qsize: 547446, New Children: 10
Iteration: 75000, Depth: 8, Hn: 13, Fn: 21, Qsize: 554505, New Children: 9
Iteration: 76000, Depth: 7, Hn: 14, Fn: 21, Qsize: 561607, New Children: 13
Iteration: 77000, Depth: 6, Hn: 15, Fn: 21, Qsize: 568257, New Children: 4
Iteration: 78000, Depth: 7, Hn: 14, Fn: 21, Qsize: 575094, New Children: 8
Iteration: 79000, Depth: 8, Hn: 13, Fn: 21, Qsize: 582119, New Children: 13
Iteration: 80000, Depth: 7, Hn: 14, Fn: 21, Qsize: 589050, New Children: 10
Iteration: 81000, Depth: 6, Hn: 15, Fn: 21, Qsize: 596557, New Children: 6
Iteration: 82000, Depth: 7, Hn: 14, Fn: 21, Qsize: 603672, New Children: 7
Iteration: 83000, Depth: 6, Hn: 15, Fn: 21, Qsize: 611169, New Children: 6
Iteration: 84000, Depth: 8, Hn: 13, Fn: 21, Qsize: 617847, New Children: 6
Iteration: 85000, Depth: 6, Hn: 15, Fn: 21, Qsize: 624353, New Children: 9
Iteration: 86000, Depth: 8, Hn: 13, Fn: 21, Qsize: 631301, New Children: 9
Iteration: 87000, Depth: 8, Hn: 13, Fn: 21, Qsize: 638227, New Children: 9
Iteration: 88000, Depth: 6, Hn: 15, Fn: 21, Qsize: 645146, New Children: 6
Iteration: 89000, Depth: 9, Hn: 12, Fn: 21, Qsize: 652349, New Children: 13
Iteration: 90000, Depth: 7, Hn: 14, Fn: 21, Qsize: 659023, New Children: 9
Iteration: 91000, Depth: 6, Hn: 15, Fn: 21, Qsize: 666145, New Children: 3
Iteration: 92000, Depth: 8, Hn: 13, Fn: 21, Qsize: 672890, New Children: 11
Iteration: 93000, Depth: 7, Hn: 14, Fn: 21, Qsize: 679429, New Children: 6
Iteration: 94000, Depth: 10, Hn: 11, Fn: 21, Qsize: 686121, New Children: 6
Iteration: 95000, Depth: 7, Hn: 14, Fn: 21, Qsize: 692511, New Children: 4
Iteration: 96000, Depth: 8, Hn: 13, Fn: 21, Qsize: 698797, New Children: 13
Iteration: 97000, Depth: 8, Hn: 13, Fn: 21, Qsize: 705552, New Children: 9
Iteration: 98000, Depth: 9, Hn: 12, Fn: 21, Qsize: 712111, New Children: 10
Iteration: 99000, Depth: 7, Hn: 14, Fn: 21, Qsize: 719275, New Children: 2
Iteration: 100000, Depth: 7, Hn: 14, Fn: 21, Qsize: 725491, New Children: 3
Iteration: 101000, Depth: 8, Hn: 13, Fn: 21, Qsize: 731730, New Children: 12
Iteration: 102000, Depth: 8, Hn: 13, Fn: 21, Qsize: 738311, New Children: 11
Iteration: 103000, Depth: 8, Hn: 13, Fn: 21, Qsize: 744852, New Children: 12
Iteration: 104000, Depth: 6, Hn: 15, Fn: 21, Qsize: 751296, New Children: 2
Iteration: 105000, Depth: 8, Hn: 13, Fn: 21, Qsize: 757829, New Children: 11
Iteration: 106000, Depth: 9, Hn: 12, Fn: 21, Qsize: 764180, New Children: 12
Iteration: 107000, Depth: 10, Hn: 10, Fn: 20, Qsize: 770114, New Children: 12
Iteration: 108000, Depth: 8, Hn: 13, Fn: 21, Qsize: 776859, New Children: 4
Iteration: 109000, Depth: 6, Hn: 15, Fn: 21, Qsize: 783278, New Children: 4
Iteration: 110000, Depth: 8, Hn: 13, Fn: 21, Qsize: 790351, New Children: 14
Iteration: 111000, Depth: 7, Hn: 14, Fn: 21, Qsize: 796905, New Children: 12
Iteration: 112000, Depth: 7, Hn: 14, Fn: 21, Qsize: 803070, New Children: 4
Iteration: 113000, Depth: 7, Hn: 14, Fn: 21, Qsize: 809691, New Children: 8
Iteration: 114000, Depth: 8, Hn: 13, Fn: 21, Qsize: 816249, New Children: 9
Iteration: 115000, Depth: 8, Hn: 13, Fn: 21, Qsize: 822615, New Children: 8
Iteration: 116000, Depth: 8, Hn: 13, Fn: 21, Qsize: 829136, New Children: 8
Iteration: 117000, Depth: 7, Hn: 13, Fn: 20, Qsize: 835161, New Children: 9
Iteration: 118000, Depth: 8, Hn: 13, Fn: 21, Qsize: 842543, New Children: 13
Iteration: 119000, Depth: 8, Hn: 13, Fn: 21, Qsize: 850854, New Children: 12
Iteration: 120000, Depth: 6, Hn: 15, Fn: 21, Qsize: 859351, New Children: 6
Iteration: 121000, Depth: 8, Hn: 13, Fn: 21, Qsize: 867861, New Children: 6
Iteration: 122000, Depth: 8, Hn: 13, Fn: 21, Qsize: 875415, New Children: 8
Iteration: 123000, Depth: 8, Hn: 13, Fn: 21, Qsize: 883341, New Children: 8
Iteration: 124000, Depth: 8, Hn: 13, Fn: 21, Qsize: 891194, New Children: 14
Iteration: 125000, Depth: 10, Hn: 11, Fn: 21, Qsize: 899316, New Children: 15
Iteration: 126000, Depth: 6, Hn: 15, Fn: 21, Qsize: 907132, New Children: 7
Iteration: 127000, Depth: 8, Hn: 12, Fn: 20, Qsize: 914941, New Children: 7
Iteration: 128000, Depth: 10, Hn: 11, Fn: 21, Qsize: 922763, New Children: 12
Iteration: 129000, Depth: 9, Hn: 12, Fn: 21, Qsize: 930475, New Children: 11
Iteration: 130000, Depth: 6, Hn: 15, Fn: 21, Qsize: 938265, New Children: 5
Iteration: 131000, Depth: 8, Hn: 13, Fn: 21, Qsize: 945549, New Children: 15
Iteration: 132000, Depth: 8, Hn: 13, Fn: 21, Qsize: 952559, New Children: 6
Iteration: 133000, Depth: 7, Hn: 14, Fn: 21, Qsize: 959779, New Children: 9
Iteration: 134000, Depth: 6, Hn: 15, Fn: 21, Qsize: 967220, New Children: 6
Iteration: 135000, Depth: 8, Hn: 13, Fn: 21, Qsize: 974781, New Children: 10
Iteration: 136000, Depth: 10, Hn: 11, Fn: 21, Qsize: 981780, New Children: 14
Iteration: 137000, Depth: 8, Hn: 13, Fn: 21, Qsize: 989185, New Children: 11
Iteration: 138000, Depth: 6, Hn: 15, Fn: 21, Qsize: 996936, New Children: 2
Iteration: 139000, Depth: 9, Hn: 12, Fn: 21, Qsize: 1004189, New Children: 3
Iteration: 140000, Depth: 8, Hn: 12, Fn: 20, Qsize: 1012136, New Children: 10
Iteration: 141000, Depth: 10, Hn: 11, Fn: 21, Qsize: 1019398, New Children: 7
Iteration: 142000, Depth: 10, Hn: 11, Fn: 21, Qsize: 1026842, New Children: 13
Iteration: 143000, Depth: 9, Hn: 12, Fn: 21, Qsize: 1034480, New Children: 16
Iteration: 144000, Depth: 7, Hn: 14, Fn: 21, Qsize: 1042219, New Children: 6
Iteration: 145000, Depth: 8, Hn: 13, Fn: 21, Qsize: 1049523, New Children: 9
Iteration: 146000, Depth: 9, Hn: 12, Fn: 21, Qsize: 1056104, New Children: 6
Iteration: 147000, Depth: 9, Hn: 12, Fn: 21, Qsize: 1062493, New Children: 8
Iteration: 148000, Depth: 7, Hn: 14, Fn: 21, Qsize: 1069899, New Children: 7
Iteration: 149000, Depth: 7, Hn: 14, Fn: 21, Qsize: 1077083, New Children: 5
Iteration: 150000, Depth: 7, Hn: 14, Fn: 21, Qsize: 1083051, New Children: 3
